Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum
47,1,3,36,2,3,2,6001.5733336539115,0,0.43727171390377567,43,0.5249061278719793,0.0,0.0,0.0,0.0,1.0,0.9381981938660561,0.0,0.0,0.0,0.0,0.0,0.0,0.9381981938660561,0.061801806133943926,1.0,0.0,0.0
45,0,4,37,1,2,2,13093.0,2517,0.426,39,0.444,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,1,2,36,6,4,0,2051.0,1154,0.605,79,0.717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,1,1,42,5,3,3,10795.97861339795,1252,0.4891690064161665,38,0.22636373120001055,0.0,0.0,0.0,0.0,0.9981629737373204,0.9981629737373204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018370262626795641,0.0018370262626795641,0.0,0.0
51,0,3,40,6,3,2,7319.0,1692,0.701,29,0.611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,0,2,24,3,2,3,17825.521795164743,212,0.8455402241640467,56,0.4924516151542216,0.0,0.6983338994041586,0.0,0.3016661005958414,0.0,0.0,0.3016661005958414,0.6983338994041586,0.0,0.0,0.0,0.6983338994041586,0.3016661005958414,0.0,0.3016661005958414,0.0,0.0
39,0,3,24,3,1,4,4562.0,1721,0.896,50,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
40,0,2,36,2,2,1,15594.0,1690,0.69,127,0.608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
60,0,0,55,6,1,2,6479.0,1393,0.468,47,0.958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,1,2,34,3,3,3,1438.3,0,0.5281414638181867,49,0.7708427033869988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,0,0,19,4,1,2,1438.3,0,0.472,47,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45,1,2,31,4,3,4,2704.0,2262,0.87,39,0.444,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1,5,36,5,3,1,1478.0,792,0.873,67,0.489,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,0,3,36,4,2,2,2926.0,0,0.676,24,0.846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
42,0,3,36,2,2,2,6749.416568826064,1737,0.5963385670003943,30,0.5773099216038493,0.0,0.0,0.9713546034550743,0.0,0.028645396544925705,0.0,0.0,0.028645396544925705,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,0,3,37,5,2,3,3290.0,0,0.841,84,0.615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56,0,2,50,2,4,3,8764.018815069641,0,0.7293590096104471,39,0.5573007958487479,0.940017685527731,0.0,0.0,0.0,0.0,0.05998231447226898,0.0,0.940017685527731,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
49,1,4,43,4,3,3,4048.0,0,0.601,41,0.464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,1,2,44,3,3,3,1474.7386146215124,0,0.8829675085617874,46,0.5702696899721391,0.0,0.0,0.0,0.0,1.0,0.8261385378487668,0.0,0.17386146215123321,0.0,0.0,0.0,0.0,0.8261385378487668,0.17386146215123321,1.0,0.0,0.0
45,0,4,39,3,3,1,1438.3,0,1.1563192458924303,31,0.17491179396453194,0.0,0.0,0.8987901729291625,0.0,0.10120982707083748,0.0,0.0,0.10120982707083748,0.8987901729291625,0.0,0.0,0.0,0.0,0.10120982707083748,1.0,0.0,0.0
53,1,2,37,3,3,3,2557.0231686084553,397,0.8364692130755612,43,0.5832231267870546,0.0,0.0,0.0,0.0,0.8948723310435982,0.0,0.0,0.0,0.0,0.0,0.1051276689564018,0.0,0.1051276689564018,0.8948723310435982,1.0,0.0,0.0
46,1,3,39,4,3,2,4934.547784169797,0,0.9363306914837043,34,0.646872069186561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,1,1,25,6,1,2,2689.0,1618,0.587,79,0.681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
37,1,2,36,4,2,2,5723.0,1873,0.851,63,0.853,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50,1,1,37,6,4,3,4181.0,0,0.912,54,0.688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,1,2,35,5,1,3,3651.465939379011,0,0.9730154149656994,19,1.1024202886761432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9839331248616914,0.0,0.016066875138308623,0.0,0.016066875138308623,0.9839331248616914,1.0,0.0,0.0
36,0,4,36,5,3,2,10216.0,1822,0.778,69,0.683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
35,1,1,27,3,2,4,2061.1160984399203,329,0.5691628276700413,37,0.38005080977187394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8520029830278848,0.0,0.0,0.1479970169721152,0.8520029830278848,1.0,0.0,0.0
45,0,1,40,4,3,2,2705.0,1334,0.886,67,0.675,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
43,0,3,23,6,2,2,4559.0,1664,0.871,37,0.609,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
53,0,1,40,4,3,3,4186.0,0,0.888,69,0.816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,1,3,32,4,3,3,2701.0,2498,0.637,37,0.609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,1,2,36,4,2,3,5989.0,0,0.311,60,0.176,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
48,1,4,38,2,3,1,3187.0,1937,0.77,90,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,0,2,31,4,3,2,2491.375458360887,1594,0.7802768753433342,58,0.7382721548385061,0.0,0.0,0.0,0.6196469163275633,0.0,0.0,0.0,0.3803530836724367,0.0,0.6196469163275633,0.0,0.0,0.3803530836724367,0.6196469163275633,1.0,0.0,0.0
39,0,2,30,2,3,3,13657.151966994055,0,0.18774423654259823,23,0.03366689587461069,0.8653324165015572,0.0,0.0,0.0,0.13466758349844277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8653324165015572,0.13466758349844277,0.8653324165015572,0.0,0.0
29,1,1,20,4,2,1,3095.0,1488,0.924,92,0.878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
59,1,1,36,3,1,1,2697.0,1410,0.925,58,0.706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,0,2,35,2,1,3,3214.0,1471,0.933,114,0.652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
44,0,2,29,1,2,4,17639.27914877142,0,0.5410866428601108,44,0.5814107802928647,0.0,0.0,0.0,1.0,0.0,0.0,0.8074940886904192,0.19250591130958083,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
50,1,3,40,2,3,2,1754.3025409488018,1474,0.5926376681510236,41,0.47939641277816214,0.0,0.2624813165529277,0.0,0.0,0.0,0.0,0.7375186834470723,0.0,0.2624813165529277,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
49,1,2,42,2,1,2,5289.9858604471165,0,0.7224387387297077,29,0.4784957702847779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3972667581306384,0.0,0.0,0.0,0.3972667581306384,0.6027332418693616,1.0,0.0,0.0
46,1,3,28,4,1,5,21646.0,1778,1.071,61,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
56,0,2,40,2,6,4,2381.0,651,0.592,46,0.586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,0,3,36,4,1,1,12221.135109785886,0,0.6568491143374606,32,0.4856952610840354,0.7642997724212596,0.0,0.23570022757874043,0.0,0.0,0.0,0.0,0.7642997724212596,0.23570022757874043,0.0,0.0,0.0,0.7642997724212596,0.23570022757874043,1.0,0.0,0.0
58,1,0,36,3,2,6,9909.0,0,0.466,41,0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
48,0,2,41,2,3,2,14873.810653462311,0,1.0341553397264556,51,0.6376559894914664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9527023514783727,0.04729764852162732,0.0,0.04729764852162732,0.9527023514783727,1.0,0.0,0.0
31,0,2,36,3,2,4,6269.0,1169,0.743,57,0.727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,1,2,42,5,4,3,4240.125311866778,160,0.7678004578068186,36,0.4688383702980734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5078319916736471,0.4921680083263529,0.0,1.0,0.0,0.0
50,1,3,44,2,1,3,24735.0,2296,0.808,95,0.557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,0,2,38,4,2,3,21382.0,1692,0.731,66,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56,1,4,46,6,2,2,8037.0,2276,0.406,71,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
52,0,3,47,2,2,3,34516.0,0,1.0261988975156913,25,0.3085296072187036,0.6676671005934044,0.0,0.0,0.3323328994065956,0.0,0.6676671005934044,0.0,0.0,0.0,0.0,0.3323328994065956,0.0,0.0,1.0,0.6676671005934044,0.0,0.0
42,1,3,30,5,3,2,1456.0,0,0.694,42,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
52,1,2,45,2,3,2,4734.556021823404,0,0.8159061990109315,58,1.0279859537528944,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6821117173167689,0.0,1.0,0.0,0.0
49,1,2,36,3,3,1,1438.3,456,0.6183803609914552,45,0.4154684806049073,0.0,0.5861260775803708,0.0,0.0,0.41387392241962917,0.0,0.0,0.0,0.41387392241962917,0.0,0.5861260775803708,0.0,1.0,0.0,1.0,0.0,0.0
47,0,1,36,4,2,2,9090.0,1371,0.64,65,0.585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,0,3,39,4,3,4,6348.0,798,1.042,71,0.972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,1,1,55,6,1,1,5284.0,2517,0.674,63,0.537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41,1,4,31,3,1,0,5773.0,0,0.67,39,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,0,3,33,3,3,4,27751.0,1018,0.426,25,0.667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,1,2,35,4,3,2,2029.833404308378,1714,0.7283990631294088,32,0.7721203577142257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9533361723351248,0.0466638276648752,0.0,0.0,0.0,0.9533361723351248,0.0466638276648752,1.0,0.0,0.0
42,0,3,22,5,3,1,25293.0,1140,1.01,80,0.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,0,1,45,3,2,3,3228.0,2517,0.949,33,1.357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,1,3,40,2,2,1,9230.0,1518,0.774,99,0.833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,0,1,50,6,3,2,14351.159059447946,2507,0.44004332454562917,56,0.6365758796724689,0.0,0.0,0.9436534036349669,0.0,0.05634659636503314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05634659636503314,0.9436534036349669,0.9436534036349669,0.0,0.0
39,1,2,36,3,2,4,9843.0,2154,0.733,35,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,0,3,34,4,4,1,13535.0,1291,0.653,21,1.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,1,3,45,4,3,4,2420.0,2379,0.741,86,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41,0,2,34,1,2,3,34516.0,0,0.4720305674149895,54,0.36653137470550096,0.694435474549873,0.0,0.0,0.305564525450127,0.0,0.0,0.0,0.305564525450127,0.0,0.0,0.694435474549873,0.0,0.694435474549873,0.305564525450127,1.0,0.0,0.0
46,0,2,39,2,4,2,2343.601647642346,0,0.41845330819399496,32,0.42477475336309883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07967047153080242,0.0,0.9203295284691976,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41,0,3,31,4,2,2,14104.796920960911,0,0.4739839940477764,38,0.563732286395238,0.29330207024112476,0.0,0.7066979297588752,0.0,0.0,0.0,0.0,0.7066979297588752,0.0,0.29330207024112476,0.0,0.0,1.0,0.0,1.0,0.0,0.0
49,1,2,42,2,3,3,1474.8441200589682,0,0.8499234377592046,45,0.6248956207960721,0.0,0.46103001474207506,0.0,0.0,0.5389699852579249,0.5389699852579249,0.0,0.46103001474207506,0.0,0.0,0.0,0.46103001474207506,0.5389699852579249,0.0,1.0,0.0,0.0
51,0,1,37,4,2,2,1823.823182877879,520,0.7331953725290128,40,0.6518980590694528,0.0,0.45099322674522113,0.0,0.0,0.5490067732547789,0.0,0.0,0.0,0.0,0.0,0.45099322674522113,0.0,0.0,1.0,1.0,0.0,0.0
51,1,3,46,2,2,3,8019.29402018316,138,0.7140033216811038,38,0.31606146296322174,0.0,0.9772978915235141,0.0,0.0,0.0,0.0,0.0,0.0,0.9772978915235141,0.0,0.022702108476485905,0.0,0.9772978915235141,0.022702108476485905,1.0,0.0,0.0
44,0,3,36,4,3,2,2351.943576106504,1602,0.8899833721592878,56,0.5660342534392129,0.0,0.0,0.0,0.7683627093308346,0.23163729066916539,0.0,0.0,0.23163729066916539,0.0,0.7683627093308346,0.0,0.0,0.23163729066916539,0.7683627093308346,1.0,0.0,0.0
44,0,2,36,2,2,3,14772.113665431456,2517,0.9511602362871802,62,0.7197313077085064,0.0,0.0,0.0,1.0,0.0,0.7260982813633543,0.0,0.2739017186366457,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,1,2,36,3,3,4,2575.0,411,0.833,43,0.593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,1,2,42,1,1,3,24927.0,1273,0.743,113,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
53,1,3,43,2,2,1,2833.082023802612,1772,0.5751281866968739,32,0.4574974245035221,0.0,0.0,0.0,0.0,0.22051248539770907,0.0,0.0,0.7794875146022909,0.22051248539770907,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,1,4,30,2,3,2,2914.0807020442603,0,0.9501459359828368,55,0.7309992781283454,0.0,0.21614040885203056,0.0,0.0,0.7838595911479694,0.0,0.0,0.21614040885203056,0.7838595911479694,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,1,3,41,5,2,4,7457.0,0,0.717,64,0.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
49,1,2,35,5,2,3,2081.0,0,1.004,87,0.706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,1,2,49,4,4,1,3798.132506455112,2517,0.5334086164114719,43,0.5975424289937676,0.0,0.5969321115960015,0.0,0.0,0.40306788840399854,0.40306788840399854,0.0,0.0,0.5969321115960015,0.0,0.0,0.0,0.0,0.40306788840399854,1.0,0.0,0.0
